bit_length,total_bits,random_multiplier,rhs_projection_ell
96,231,66475417937213968355307330082,38418690629524067061581014484663835177917365756350976781522990945128475062789
97,232,136866064872579913808124494604,20779005701380170910285542507769630275318145723772981546682135020209675094851
93,228,8011129464464228511923630230,53781837430715372521040948275760442411012561361791216020048922007260959522220
94,229,12552956614290061782744620979,51428235601405616400290014035788375795880731699055404082034178831853037437215
95,230,27577544621738366790179841031,91443686312730873711230336866938536865116428175553449181188036986992234407521
96,231,65537289946590042867351417624,97485388918406152464176803907515289355754071939310938560330246955517626417547
97,232,133012723991033792631572154223,44411256500601078471694388134905452915071320037160462460385226408155384154669
93,228,8530031957342625435229010146,88266491983843152530957288181276273218124648042351374326080622960924807326744
94,229,17599653065954337592228289846,99752166363729604493574048831557803028997900150174966920160645488218277939262
95,230,33656403961487628449155925460,47171636890527278753723749395510438908506363946291485880520377136473145367958
96,231,46604608881803826802302810661,92731312366691664301527073845096758991256938802561461306774909122914404220331
97,232,82394259542640861483734152993,4096617670374959316016322827880755343989848149704722357200562587591550890896
93,228,8494807526730089300016839572,72104082857004658920468778173107117668342804474386730635468882579545987878459
94,229,11550666053225098703538190218,46480473328466803620105839960645924593986537876141055285769096182711234382329
95,230,26162861344176805478616897845,7812073240342265733339059110492652312718095157657027688113993561424864027107
96,231,63683755516236671003077457609,56232237672277154946651159176595519081537121847765947832396512570302760560286
97,232,91356895400947780344628951545,36378110005404251707326167398442224636482718216841985075558996037838762148032
93,228,5832111435916155197492048428,104621477058536036060704948426146337071665373528554184942660947969939522361204
94,229,17458432471555058206576151083,13671046418958773554832464918407052174528867098589352736135131778878952042764
95,230,32907519723188312203575336753,2705948164442033535163412956642557344098834700758601686493050472127140700396
96,231,43273667649048392537771710139,107258571333886804014531965822358837038594425972142097872757085745602674538915
97,232,121555345568280728294505345649,30758879321465857511192964717701514275870420424402129414695678759138080955261
93,228,9497688177512974086700921177,14607652119028383606248347188940281246424568617342046544915250974944641421818
94,229,16241740160718290241015077509,95964242904299016301004906811085054800867321901713692501762723781514440669376
95,230,20221968436648678101390489909,8291624684954920941769341959199697405346693315536629819928057803231518296582
96,231,70501289463720816565450810607,77056921473541571855046016484629146735800483064423796373210554155140299617204
97,232,126339504169409938035560443756,55662301639967124325578378545363838626193963131818174859521936662592447948455
93,228,9884088597339024318207895473,75676464330532248844078524683155748336585858059955980930555248412403174485601
94,229,14365291832064376054243549914,34249138924468001703728809479537235719163348982827273229847492753053285668998
95,230,36942149169420498447679226781,47693888426847862679225694742650643912707225639938057535524023510181664439411
96,231,61317734553355049600193840819,25641986383320526366713335046404643492392105969863850086815896196667605263053
97,232,103627393661928864519529537882,9711173490644893374311510014573186233705637138511209786860372948201854476115
93,228,8404322710953050294850434182,58850056204712370173775422000607318730312112818901140266303214636942160838866
94,229,13927169106598740973094693356,8670362354526689277291506707731254371774143144507638596971461455708624876889
95,230,28402190778615453149206728915,66085086589100573494218849693120044064053470617909222740530852753231970640077
96,231,50614753659649064445516956995,39253381015298982204800286864556763369498129459961777126273751689482898772541
97,232,137161608380276858431320409238,54102340759252800716776673882559057567050832740297544952027968757416011202218
93,228,7007152488604020659615680330,35325300533886868873897882945905370640721184012678292515343760661486867692398
94,229,11192603620930255994823630154,104103098601446750473734673244167541173352141698761975079769463842513048806662
95,230,36312562051162809832569142356,75104799300668278611157982934142580570753777870235342294893207961420126281569
96,231,67433466509077240765444237026,59092907236652760971907734019204015953930566302255764566322132345051519096786
97,232,133999437341806229020171055648,37216786246482251166501792065202930770116808301915943042760407239677592275273
93,228,9879759914055617426324966735,53275933082820996654157564552211590380206690679630379274654512027263831580648
94,229,12347225984611524230420008908,79018662691137320895171493435481375319814708823482254087120562418593071931218
95,230,35568684213158617810834479592,21295430209027686032958188939515788620824031961102547706421361807873291150684
96,231,48102492826553157356312100705,68653296132200038696216349167615409527769541884487909297049087475560335148267
97,232,147996359189225732279867900435,8936938638344099134739324163036188019908538382422356752842352929877472054295
93,228,7242888868552622911990417831,24588914289097416522793445958960151144243026762657341346401997045101973991007
94,229,18206681073095046542941144233,60052321355253999981532539773304236823116918075382744218107311526873034554031
95,230,30839873750097846328825170423,91897398825252957256189188641142485534781183528245593915828635931746498562330
96,231,68405801260437999164823715564,25314913558730328937883091514953233768775246545091184227476210120614127490178
97,232,150250513559207363128708744349,36905350056251234326262789137730785341564368004576839947435937915827991192105
93,228,8699707474813642696615743848,40440008056678686505039938719633674281460533417787544677238641905204217809984
94,229,12506768402135941020273489391,81507905510130203498581893959543751811507919781665625829094033493971418517855
95,230,27507611260151132056432338805,95893226618114546128002268437631334942337308677641915068698230441449147388001
96,231,62859230250334989015808243658,92158321513311901327759594266131938777315963121833825647933244122952378245965
97,232,85204439354248312417839496269,98570480581426085478101504828488389283637732012017103402215164183767613477145
93,228,7145346588889750392889284485,77578452385543752722930563058201026316044408117525561529541011752430097822029
94,229,16784961480081036085780130815,103918749338677575961717182674947464525073950515436128530644649641887602220462
95,230,31261710258987548861516020628,49661832839590478649849987612001340014606415120028715242348122751506838408701
96,231,60411085153011905587353190364,87910613812653450706978529769784544189138757769150293364699954844495485089026
97,232,82828784111383129952163827649,93767117135200770068997579132559560809204803706816307406029545314140469574792
93,228,7870505445744908720841840044,102284828597090537073953899530528117483141657152169883666802202147027957790709
94,229,17951056899317844280019655354,52941389368711181277084096255849441172662374637141194362361192628763686210975
95,230,34221996678847204064543660969,13036158257939740220566665694296067816902583369448934123129120883391777118283
96,231,47926621660762600797939783513,103171100639048848008289272230062476063080692804722706291198271976659220643954
97,232,102628269978167497177275994128,72368208542433036530154232815501988554717790573727221506096088269639247173398
93,228,8440272005926510308811131723,51528152366075206933835060653142853645526196662420121548248948710860523337578
94,229,18958269477125402657268795155,52434450823467492092763287634166760200477459235605024884469795957089858973736
95,230,25918454192522435419486937325,63499445347390386212776088375454339524123671691612215156477816375952603342348
96,231,45227191204783233059550380324,98500827124769707259692336472784006792357898475055833984371184419020706551085
97,232,114310279417868627362957835103,103375326131311515502255822565005210121376302898302950923255225662221982690235
93,228,6842759894009460495775706461,9824934625504423390385628744675488821673711834800798631238831269837254248768
94,229,19717913417725995991209161343,27080847106709960417447184092536301518463655725036547312281491072086807469900
95,230,35183726441257515415863337049,113816872269628439589692122443505627778039146696017283872702505641195820552126
96,231,61041380418815912804737282807,29124872868673371287916444001912425072979959753854246203536571600925285401537
97,232,92248397526762926707620579465,104576714465758644883640036748705441850586653260367316918925675054711365208862
93,228,5355793676844331196123765168,38748367280673678905815958148091777464139862337508310757426402232536067105403
94,229,12442650119240136642851649551,22583252472350041517654325901175377063905565937754330850783787063629568433513
95,230,33759956689875003994093077722,95708205961588077149437010020662464905221399308535674366789760590432413825333
96,231,46953070092964820478295447748,114873811975126995636263593998648444853288119069476127481478053339391545417864
97,232,149713574551057731257357423730,101903056380894724735580565309247565815206383926195024050573965883585540667754
93,228,8170772643878576980766693017,48979350148553808692670716427866465084804312601626669834789325624269814577818
94,229,10203696839452034400547340677,95665598937154279364134773104155765699235241067893114732401136487080932351402
95,230,36294661232687218956362504774,3784064863100896734563939068988005494240583020613330691989507549057446965403
96,231,78250324384460243203200610110,31124516382846478106161144788087672203664918373598852818595242729255386406258
97,232,103139381005307310620585511912,40797130773652696475714190406272731333740322644830596610225700614976071508338
93,228,9037274396602568845130520673,60046810335424119918491402587843522950698011804812144580681770171078152817997
94,229,17473169226198699330025235124,68498072274079115272971640722115065684001787060300034104371743676021921715736
95,230,23664157094751059938295916683,68366838279298082462762475978254588645847247910709019428286843228991744888346
96,231,62200784094508047022641310554,8442828848440381706311152211136726911745298732816114926712479363614540555989
97,232,135563371551400163691524613399,94811370729104801947299510704179197107296810293405430190621305046324105584405
93,228,8481050613009424532592223319,686436803922141894083166009984796083201759977380728630434395850184902113671
94,229,11682725381363210709152323289,84061458459679796872509775476924474167091694252070534939020636544601186581156
95,230,23729891458339249014682338488,114403050585368666081373001802893298223997312234447468964751754784109218311562
96,231,69102754698535576617907908853,107910413926012602370007952963541647114357349172860541511135952315872761030530
97,232,109248041126017817102675794263,26344082379749344628017667132997295629822969450676383505357469202535371243980
93,228,5600513588642137944450826213,11160256019658855411997235950900688600202513485719624420617147782078619835582
94,229,12678381675704996613664578039,44957322363528775061593697145692802241864101747929769363544580566699578332311
95,230,38958337495822250874990677441,9806588894156946576071364089095085184625986008292361221002124430878787838287
96,231,73886890236460548117787716121,25924420436761902162885468019949999716630845875606070072814248250892937055266
97,232,105777091794023331366085086216,9563426008184025699972304354773821157534376029403968987699438220491210455590
93,228,7382549813873246062090677924,97677387373082611257149817660248020417194909202856832279783289546702666087825
94,229,12513919775115839047591448660,65696883792401084378174342170798819854168283722407984098523462894656975380665
95,230,38016528045666009920435166101,25387060676643242404222129765417714691969936806029424931177641325656795919269
96,231,41597523255479216864771623655,70240103458099119559840914333447768186003068382130042734204589018427374477523
97,232,98031500492643829139714862932,41928276502112890203892281023544220724275874624564003341682494744596920616754
93,228,8945777219669866697231399662,49257001015206183817806499782484700952155669330766264458414850059784775528133
94,229,18321079497851945329317243847,25607879949878065064942991049040484320243195705878867530742804239668036178023
95,230,28507321353987524533711128032,40466292410883822355123490426050302128951569286551722463618788106106465910647
96,231,56097095379205428046593120311,69148702699381353283315251969997132061557710797155658427162492588789312124021
97,232,130007387421845029264723315257,75112488091167832238777846143489076031275380897373457329046504915848867851761
93,228,5828589228576492085475692854,90428598831229528942058128388449583012194924278435588803010812131088540169828
94,229,14707679779321172817615777710,84060163762165616607650525453292337131950430825851543420319526947464328615344
95,230,24934964036779094151925334408,70720855847106681398982295075392422121631223609950870572405454550331336689835
96,231,63764063029233723363944013068,105758814490945628453802426511189775378549429678023730797538107346435143795776
97,232,107080476504653634881373059014,96945783283387808182686545187163827103735863149334104076584769498868418374105
93,228,5382764763746188672575822154,103865637599414380121434200049448814886375932670601081702604140142868328838859
94,229,14000149063021947658925005728,104136438691257121835202996827760922604096738872298896516583685873312877245839
95,230,20901222946375925742600168771,41671412218021951330638791424875138306923009697463512477210064047425802458563
96,231,74901430731092299155210220899,45095125446780199501355558723823599571158197837657209051943869879722277516124
97,232,141279882695509616868408239362,55759224576692428790684959785798723163267393112566807896644836166302762024545
93,228,7059430527715708539576899024,105177615920462993727663103042378071133751107500514460669266213550726656095599
94,229,10656596640192566008090062956,58234193939685208100167473487639703807957893088734084558737140268745597952902
95,230,24257755137858953768187064945,93655301876669827267645057099252469313461934515725129078806452139609528744793
96,231,51977713503810750004509375482,82525744393114401731200279584760070843828313798140543841229102344778954564800
97,232,149783249683352313713232260584,3349773935763235235624924858443897698261906327311522258237803261644687932013
93,228,8789073451759826463544870261,37659279027745529338821909245184251944601052623026723844451332670345687563027
94,229,12376559366309036203613308344,63123905803824838441980482494621502664084398530081054926673502719368790520476
95,230,30082160335621575487152748447,102145196323146327523574289479889672009388132412987561211979301445313385796327
96,231,47571569798743659888388043415,68728477550803884894670779166300398784171014769782931507669247870475802055938
97,232,108665570652896761151525736591,91260199748526438382047525206623518652381903355116460727757650729808744360991
93,228,7567234783252373976817883377,32369915346243924456547834639227360920480422732617602611844111975887708594551
94,229,12274418025047728020743165397,49261802347961489099261078349370194157489009863893486617914874852152194741830
95,230,22342459214008382989982073723,13994104808877104371083583846834888785979315319350833510737347054586113962397
96,231,70873704163264238489610507965,79429357019588056086216987053770825523256365453748684082639289055495162097587
97,232,155878852051892316794610307051,47879522981317713537379169301545767908455833067165181453094790383054088247205
93,228,9326259150176280662598927906,27266895313957212631243215739136469941076523382250951291461237651308725345633
94,229,16474043228629649835654134373,90340525406336761752803032082047371706192848969661885626543404999321929592713
95,230,36028866153524183242128647570,47344658905604712393652434411893522267602257449775698241971533774144164535997
96,231,47390058182005506062327121644,108223986185432779029640672860871053252313499914463982175448111125237350905565
97,232,109315549919936085760853453239,75974271167464629623564482694808854328483079602445664670733335321331341958596
93,228,7263454926008194570131395406,93901512552657537451751059629650890287392880725081968790628638685694912773759
94,229,14589927800820349084193323959,38002711734871809644789921251085075897903346402233936820476393337700144014669
95,230,31213488743004958384221304943,73637140386404809324743900683517522712815623858828285620392591006540249644757
96,231,59882071491102444739477698714,22140194160202888782184369451628502297397931914140704674012020940309957553644
97,232,94755752880678889816812102533,76715951727561844712267672096604150856153474001611144203060709446285116690561
93,228,7040056024783299724391373779,87030071176460541360780187522882428915616535696061900873970247348538616395130
94,229,12945451913723656769863734439,61975918790782858411921602244352324071991111833488388236892970854026597207673
95,230,23014633158171035762127613241,71600569527960169282619566655405107116500841616197497127107469140408805432051
96,231,42008005893479297305909000258,90953499790759887435255652672384783499456194746300190093923059551708858543438
97,232,150668161210553250468675299525,24838704691823332943285129998446078248483865325107655737518051011472667126775
93,228,7100292265434851783514635500,12886417399765241674077273670066735156722130881596581742660836013827769036636
94,229,10067484468480824539984370069,81551309911802851749620882821195577016973397389023227645096562031651502742217
95,230,38392147515955633960412829987,42308483613556265536066979106323741310618330253956864666326002009087069956160
96,231,43769286335484096710382049951,70906944037212747735429627064608444278947848245334596984861754379971554838809
97,232,132009560290048156604642537676,102502397664820836690969004179868109341367927723450444117693777796132899017060
93,228,9657833067747630832476697630,27979577236282156265293480119780128902650865726248916773276852439193264596669
94,229,15711577719313263613278513241,12515919211718833684908159352122711283525766831376176278108807232847954738120
95,230,39107590980903374322231455201,95226161256107985277802507089376057179259521503569111484807167274506215705987
96,231,49152092576742664944784829538,90136777664191489337473887127090151340292322725024129804120506967240311029908
97,232,137699202848290648669666474630,43674875357527407104955088900493211096631479916600478555652494957532357605089
93,228,7987606925505413870896980174,100847335490308409860388531858883953375146683931395881451929153220675966672146
94,229,18163623316285238288071620122,95741396492545081369651529761072582360747982472352760641890433806418975230918
95,230,34849700475092851453568433481,108235308457506542459008507400338805351311965569053579943537182333244396876783
96,231,43481798157106459035230161041,95822251332281952832644396783111452778697935849968337794145878900331241629939
97,232,143823806747321620976862224445,63624959871049797011585566509307472034037370921104075558356822154952223507831
93,228,6944973590093322129026475370,77367690464780507168416456117225060713897759045955999266801336518975209816245
94,229,17972127252642199280396998879,66699418674589678229283607791978728931827789369603248228095076933385942024619
95,230,25003698915447609907425182157,19177959944543775810532816418753020089644923582311236780643986649470735257433
96,231,71367462281036052622046699711,112619405454488553488489157825319472060319838264931050117725280139653039511033
97,232,138213800641276191292040293270,65197500104209109904139657417600236310802774422329407717844847749389447319728
93,228,7789269681309588399707290769,86811005763243465755102739485114527082193299558174065052226479708518865338058
94,229,13318922761408353862982168198,112246495008909732810418979717435876857632151561257160717522531325950005148015
95,230,27055526959070405278737773365,33033007793220489432085520287444402056007005423615171548887022775709342755987
96,231,62776848134372627155626670095,81956295494719247910574547544859535502059115275556440313082025892314874918144
97,232,85700167811112864890821498829,114365634752355933798930828816387804026426232927303905118478421204854251944318
93,228,8645431655902447236900189598,32461974654012898245414491795697192439169576310590240325357213260249969326136
94,229,16219616535549800087509834798,66892278167329665858284484502086048202867095924576920705526969493950292964411
95,230,20155768708499918317361791251,32105075745864884483116045007655603083791898277907089061738734573655385056817
96,231,45875628123152024130822748568,15965878898944661672817510481589868108293624330663824355404869839869076239251
97,232,153433381800655414838937474857,37868931641153648942599267124855277403714400893443016661556620043647374618744
93,228,8342855778530366324066241994,27796768428834386479196719859365782071446804882439881030525354494308190330816
94,229,15418364752218517638471531381,26511397032955195754928976230835491250023742481167914393597282372588086555606
95,230,31054516464024195722144911326,5454818244611248722636671788854137454488539710998165517262871015115388080068
96,231,42950281608570243206768416224,76519337769208847476364131875788545959181423053231354955097578219584104555472
97,232,81911955442446804725262991165,67538523190363066134155313525971055992291348971514952949086052003772832183199
93,228,6878522018908835064456011869,4758346544997978245623069702073144807002207247133286785628254905652440678574
94,229,16168912554182792762075310172,10280558126608054449063345926962946751357246431771558147512341846259507276535
95,230,30619634075759819840525921882,105811554869019419295810178418285408806677848991265996903245364333216824366929
96,231,73912189593313653460357140062,41098017858618179154763712426407357378673079270035780730414482775057322198694
97,232,141872379862297383739476377630,24993375878873835008610989455068085722428142371581754679279774988619768764483
93,228,6129888810340748838960969408,58613791794203951028801698744723844710431251697079731210184528228364350578468
94,229,11896119674881190469882677738,46478455079312554690364066545307594760754572360486006899154360325461126802232
