bit_length,total_bits,random_multiplier,rhs_projection_ell
114,249,13442625008153110918775356528777563,103988078856610404825646127227421438286618573679517005442291814627395104395153
115,250,37726370795338792699432017759811738,49674756116974655504424644641515590860844281831739809072988439506484477402283
114,249,10968206119246297239069925709748746,3835528889286573035508510867837970756565235211559294599280484693897323518051
115,250,35241699432248029041434120313674920,34316532090487720378059489618739667686272177798711336436009058593736260933603
114,249,17930080800916141992723366836732711,82121965443775717490058631770560017818612678937543384615610572384140555703205
115,250,34881440844139830556844334630315239,64058790879813970375272611531670705693317600650948713875605980860804990268924
114,249,12594460613061421460241986962716353,112818897316636188212265546449128689842831697082919331944864852950424306807406
115,250,27159042910727907746715906889106505,112259833620742504783788023394680995762382403722820147632877558248805260966670
114,249,12854142652238939898687116617636520,54404207508280177132541218775661887358262887235803168161574633615536490739230
115,250,26349006307037525205865350064689495,85333805542434856602512124781571335317932015266424169503552255502784243184307
114,249,17283790906205539592721010730097291,93974997278333230749051896112802625855099067362211980171537442592791302935849
115,250,20779314771161160354904978090170739,114814700293896629415701756799728859680855969536995414495496183312817436729931
114,249,17649426269382636380632970051171350,82431427028045468121545254033753282117758449780910915095641045584050279242921
115,250,21529994390627806584148489569143997,84476192511928733679296901869991754317542718301343213978969665271445311690050
114,249,14611166906374566631048344557383601,100503332707588794545495639135857863339612383755871812185312319189675316514004
115,250,36210206105076531809835817144266950,75915981528720637695767640483903445780825706507490951332485405535945158847265
114,249,18678778908686443159525235495090549,64136196564502760615420857183471144974450367262881127303595704289830968825690
115,250,34898959866529990167047703834482423,56318009583718900674908321391029429739914244987894765921973049223737149010398
114,249,12573969348329493243337873991725779,97479593572603630444812579209997056505583708101959678664201425820538141083880
115,250,34935408645923348229440230530003082,30770883783465400255254805131648553046504200107760397282297426507207203871562
114,249,13689266787678490781412158004029776,19946482152864189096450835241448771554264279898070118699702485886939400565283
115,250,28149963897098090271777474370648428,21958128174515842295644233842273172394393626762740401249366316563343104693448
114,249,15611836903065038819348036620657502,27415524902420067862057565401508308222996628610934116678548516082685218643301
115,250,35672481864049929276911230892188639,88163330366483247401257461787047695920597227600385139963084816154250616274993
114,249,20443519948365589574118646798477205,57896485297767852064543560060299499403546329885032896870087092335459605719489
115,250,27317063483807436653593326611846797,28126985334961580425564495796001269072429950129388603552043668695035851502432
114,249,14794706766584437804801014230617794,47109191119557193928401651107297668285903753080228541753933192850693465236546
115,250,30595904022637964825895596937591997,56511674880131496067069809009660703770025438989147615318204874219689461897999
114,249,17080350301400347912304740608610071,3157429238157806602395756458052283893976921661392473280469347932999456862041
115,250,38165277573618259835401450050628111,77669818934249787808303596787954075478791779125502014574122775004721024969408
114,249,20588849719564706114970212775295442,29175012407273948424216200572861853822680073681318969320135829123862877967159
115,250,33977250215446319004766587092734071,110954951203391845897105512091780215008807832596186160351020319353731907967569
114,249,14293067184860596573400029544604946,92177473067240658331580820903574950859279542635606550916890523640884250245246
115,250,24192233151576405121775065078410320,73034992843121474639001337127016063559213992458544017826422367134559563248298
114,249,14617474330293640981943331784726988,21722810833010943214323501942279884875574580188076628979340032285842400589162
115,250,32932576196644292473624397359575788,44307870107880670952651172162710351552943906319910160631882376286469166000049
114,249,17483321566537592630252913741523803,41218403907533644754950107144980535416524800586377368045022228232180876025578
115,250,41304651152492419705407926145954290,13086279542159736850214625891792905655011645869572307761622347657695343268939
114,249,16477090092008684397167644434387258,38026018214616229721278416567213096679920253149730838298403005256355529426638
115,250,28266375025178271599732231853489550,104056744930099057661813313831493272637145406574843471763461931095161042656546
114,249,13007576033320542969407085109828212,93897679544684544057714971184928000984060717753126735548143167299182887921422
115,250,36679865482899324988356937570575415,14793500594176058900497451641023285980279158894271817779009463717704161668738
114,249,20206131136012153147482726245897539,28686480273993410217317062277604252103281772043940327845235521590296579969784
115,250,32714193523199859267763594837749405,63040524213098186957021261895486587177791317130740532645972282865933612438849
114,249,13307053503896699451152617135022839,68827264682870056661539601408499664447469028378920164562554758526484174687273
115,250,35564696124059610242534882353771953,43505068187843365988596140560913454251066116115826245091301956227409908093757
114,249,19884572992753158542435878943067632,71417572021126725545293446897657875016220001059926907379631202294420383418056
115,250,34176269247733800637906934473430727,108705412510566434902197354168769641536426796407591711253009593101973559082797
114,249,18863451622824689533912254847889176,13818208454865790314380518836815431904147476231098068666477670405181189153130
115,250,38292765571795783559052810660490621,4463597105433637183302011815788099046931694826394969587483288794719829489555
114,249,16739015861904119057487474703210396,112160395680170371952782115542608310646588974025721044679813377090334553636879
115,250,26853915668567719207941553331431930,31476993196383423190734249347456273791950673613241883669956341657291393778099
114,249,16557327601418385603369883484871004,41260776253972125587323792895200607782669856736191050712291181407475804996907
115,250,25386922610394582677708718977385363,42558841928638741460721845414267469873926183388168029025058629455725466315124
114,249,18300587201867861007082356841075498,72837060467065546565342119875077869888399026369862082930198746315359584986103
115,250,24535367913449775338968447299231111,44384461071850513092266429255568488495210177494755317539352692872839133283970
114,249,18842066515350104869635581842890041,91563890583970743522169881646293537719644403348106629176153883787487642697016
115,250,26950630249934798573747631886631730,40501891926056661885338346700809144291491866874732251678235527544522255358216
114,249,14975234319465601846256339037249164,58093717198506787599617863463049065688471154063641170479225437818191436880711
115,250,31171805065913272402505085100401697,53630250465988593324866885918899054481161035105667439555210532538396731597175
114,249,17548935920341639433252295492671715,84138475756429838241654988058659801992845248129739302775005630966610718533931
115,250,30944970142584961044977267625384786,66496977083749478012852289266607422843193203283104604758425898801191446340252
114,249,13518522021036103090969570871660291,25353879422907977652893082951248261160519557730059690431890948558447283018158
115,250,24052259237557063258387608491182893,72456779920087712181940292756251173367926392284315120584515639777988613232543
114,249,13248180668287079392883195768325830,67592674372370081333940220528380962705113089205474862822158265954892573190468
115,250,23109961205312089454033748425634599,26659208245918225980579519492384469585166664254621964848204898943944037830724
114,249,19921259254054515312712277539577496,5006046886517781848034826885408152562881762926222484388844751008519912974284
115,250,40392118609787938789207407924920228,102338438363092482880636764762220076846516915884936170588481629560147202638794
114,249,12062149206170558944216223585900080,87204992682283454729381840400771424287750094619462922076886246979939917063991
115,250,32616774050913409626813918196006864,86135051072234426195939160211420358791358096563698575673133704016633994374590
114,249,10634086327104028835460821822611034,66140414132844351513005176820370484316755473357692520867445191213036089148820
115,250,34037929541123174959809202236536869,25823261497937662993138049932572147130291979702951053307659735363903793690417
114,249,20636988589605098490197625575990163,78487134088507093891774442020290126124256780004784130043305667105217046303957
115,250,28779610684859752608259886263182777,7210921557586465908160865179978791779498844721683336544257536828628606662461
114,249,13532233080191913970702345138508368,71967283736158538077380862255612631119442780009811740987594052739260089876714
115,250,33470759733705203943192391153839640,51091892341669359739437177227529379463605680853944939462098069155526373426215
114,249,19769615081998272008206325012276026,38772320150953275906925938841436885070449528643199251561675910684200058448703
115,250,40796338061756739333998911471350560,4264425305092559880618516409497499942162212957726877281928143669537157769796
114,249,12478064080173598316269059810870271,13809571999068662390046622060250370777079124477173064671448355733590080071822
115,250,28534180174052176831582675807867419,85333472850680680955917712051156747469866390200872229430045492904913688820952
114,249,18635764218285903746500983135758668,60471894372076495593349361208345513348199649811877394374684173485197447023685
115,250,27519866211123254843942758488882017,6491264188541874154645820801055186823989809773451539632728247156855377822326
114,249,16800823416706221649440653055848575,69031061315697852834391726848725286522820387833507957717267555600754304696187
115,250,30043087984357595820522013465887080,49293678055595122320614717901562387787663245578622605943288870158320131701921
114,249,20485287279270395715546948819578895,92505654226111234604449421058268689948127029661994422235623384952454502442662
115,250,37568276539546829507865880857461479,91678237622649901126042601557253800081310426291849968791047058214485748476770
114,249,20637177830393883258166393135914854,107216784244560284579520397673626333825670291229304431361128484373927436757427
115,250,28150697578277243968841254361800825,68083477786259006132538038279681947862289269566439888087314979584220350869742
114,249,12113162509540243846349244349917026,109881474701753269462860987248974974393377575412942878134916369279882968736
115,250,38885545197270090345485002335112887,67934130779630342547724145464733157572231364915410798066936814718768926012608
114,249,12129845528075497001666181316533237,3195161300777871425171443537324891293968669697330757012912031833663210195949
115,250,29515499148238176772055575103678529,89638950875719715100220518893475874673375707551305165601932447189259337449118
114,249,13189904982760671798335162664573545,98384718160120619722441796536706300212430481978125231735316733062442484969503
115,250,22735527888954062244710448147702349,10038410776549089782734208566863032510534965376043745124144103868914516456070
114,249,16210383974683057771509484769963853,79656059549610729312909503271533176383713467277009257726903615839313836715734
115,250,39135947387956331555672249911785424,28464521979265330328533395125464139109147429036299996835137774392057739466496
114,249,12147118554763444925833629769797406,95956642624020158803867538290379406130897478333247098332964428530356529780023
115,250,38562994901083664362174652416872174,85458164260716667423139045356407808448701620521665304966935252374658765938118
114,249,11000217808406423420083877448579384,108300394830602454948584871583687090020575931280459338843413042105556021884914
115,250,26677112926171149419760512063886626,70256826102974960802778978539340493886265545898675189869753083370622543461400
114,249,17917341303081878863474249430337463,65007939382886535728152690035071145730975268741602831657428334790954759478655
115,250,27742908149171261229977012935205876,9656792996090276761707994750127383719187145128831049263676560901542659185062
114,249,18909434964669503835634270499963383,114206240055147578911781975597939980457630907415472358181397078810725469021783
115,250,24681770917650244064946271564800417,71662778497253212760544642757692568294853046645304883743489205825879996877068
114,249,10894259344870363615535476329750763,82370549647276845325270934110541947439026626586636474532166900549167461520354
115,250,33225342377411226653060629000450574,55421269695171566778134749176104655459885032341927365595456885283107431325211
114,249,20122647842969115203413304582057399,86601370611930966562332422223573485068768948587731279154161497838245417534013
115,250,31387538437412482498110765856719418,85451676173292688980991632759666785043642688277465400827078066969999717784452
114,249,20295878382742666585159077642285907,61232483686268034471225197726559590047724171003970471743900860599232588628126
115,250,22898140949821376111321747962552125,84431206455644634013884111840211532316221163927341579750728114271462816516874
114,249,15239082471609797665748818346419841,87477187013861265808122536154620040721726367520771836373109027412630183944240
115,250,28799237209236868413604391383392305,14957846359000689520362598811028553498052409890155793207063953911170095626627
114,249,20669719544124797519060411721881622,70499241940708708888865866928558138966039804554351282025369330274991835849706
115,250,32321187472997290852005466237010477,111353819417755501196234365194716428474836995956272302882230461907548051381557
114,249,13593634860175806009959638147623658,109740611324255524223870454509199365549130006219377008968855196652473011990129
115,250,33720707589317603327452718092500785,83514694514107365536738671331322854028243534376343471318212981697398305939316
114,249,13231088662177163958268558215653121,97611068730636043471889123209466825079474407125940137059708410855500098740533
115,250,40924933871521712588053074340375964,71827618423134252026907330626155914121478614979010234890795442940200482918973
114,249,18754738168225323781941874481465721,99958656608569228124482113042514736213209593281252632007471956141165336203294
115,250,23225364179591700192755483128614576,52094313164675396908694178166468334446146672209643527961754780327782254088265
114,249,18841912946015205848256822438928459,11249549734689009083130385105063207716329630573210100221573171213750262683263
115,250,25489819510326331436566158371117523,25045697379232740242918097863464555525327547214105786046808862817536032129124
114,249,12408061384008064311457392552553592,28147559092131429224546243305172563572496307675351270480871163031844835393212
115,250,38654390169568752726373224210321849,93758812595262824991780655795765534584730023407442893581987159563627949367131
114,249,12429276520987383178012630441986969,28095355606821233616494332372485768918408026238749406784460853771609879768505
115,250,37368614669313713042976449385306125,40056242260107340647859412268708161297071616244059559205116011735812341149865
114,249,16440807039828126355155826738802144,96686162473839294716587368666966640375782245607072290017266501399517084067456
115,250,28801922080070681312708959189540843,35547548547336387269973243753284103553816343975071285162456870728422641757723
114,249,11117627073708180121402957569876168,18621818228492481554981541082209197213661813326009427169674985824186714807524
115,250,23992081895363600123131768142858432,17729360441072076460823650756458233314024534320350859253154583068707164054429
114,249,19896146840646026213216872576097518,64137853504730247699462994781645740852207008331399884956585635400723514311312
115,250,31360598133274964889532395004570562,29856240906017037322738921093707989878796422139335819768918748394763024483793
114,249,13726735994375292398407840416486065,13281687632193110257241476789039627687456210463685383076194926533744781804510
115,250,21134131179456277192616500997213803,8427973761271544124225915683161585361977756869315418197145561433165723927162
114,249,12809480391476024760628257482352085,55946546828997222032251853932028918347515100571182937846107230520248264970778
115,250,26033050474620077817935247855972461,20705240495523548448406545285120399214211049588228915178485943767125061093554
114,249,15653820146571129123656595519603122,73322189925210052393976274154967733808416180893268414688606714983993677652549
115,250,30744192749007478624306640284778239,19760195234294320737485423675065804320093769327890009660786640078205072860653
114,249,20228532696733295707042305527426871,91061535578171837182711361486196418561592635062363134982826761944306949914142
115,250,31415621622110518190536246470465543,83023643055264960300795179656490349841512709482558227499681541179887070094310
114,249,11007161563323070986599441723890590,74019518679734015049869426433282527559955254733272811326556973238840086439689
115,250,22712325572741277090413793723381866,45971437390537096798474194513442135175770493551117877986246167603175728534521
114,249,20098083346425959777049668849894523,13648377290623056437605329869349691796409669807912715428767710277579950142217
115,250,22625957499674279226974788333772763,32391193410762107840543739588997856549257462407661120015114913026892134576778
114,249,12875810132397184376350498136442903,67786957383177683133656425934946820652656537844565488378596465942394852372993
115,250,21014014589909133327931178544142088,2462395433985336570761123446171787118117946937796354101868997615767660414489
114,249,12410841837940310861228357776794625,46770044367541672406402375614697240657765311800121730295562663043461581539153
115,250,27570577017739918791148205397458878,2267613496323931453075154233902386390268709747885944312080196003246529016170
114,249,14303871812409622848568443349975021,111381963213014895014157833889802816422838049000775790534313079234956936079574
115,250,23459250517360392286510533178860630,74224089337026201290795971637640444983215359950317443911800026043931258807403
114,249,16593939226380227582707569787484031,93694905860989227352608361653337999100043271236494019359816611200300990201793
115,250,24283751022414124401305441050964944,53055437045930023198948002383787262559674029956452416943756644460820639643115
114,249,18838740550537975140874218734573893,106291403682031801481265513463700176465561086508888109463585825880713998780547
115,250,39182080753050668709487488773162322,53021433246512094882390100046286310151836323201513431131325269250517290725280
114,249,13636707279098141022518965172703024,93606396081314105947552464055750830254084247537793657192098245083864279398936
115,250,21819829902256808646486983355665021,37120195696401374111733360171677041714783404567564516445098773457679315645510
114,249,16724977951301349700007441211402113,25996283659524846324504372195145341183436793649327736988323103064997775696508
115,250,35225907719713824333848370989242955,53263672850648374724826307211487792039547782496600821539365266048406546932334
114,249,11171008285342003728036384733686782,34275900114664704811488211882199693303520213021535288754630559567814098641767
115,250,33660650615969251002143251401341983,11590343470907721770004398007476054850827281018173361810793367698377800001606
114,249,19462695291002636402302319362163124,48294599078420239891906060425425006592604950912495591896331534959645767397537
115,250,28127171654062854416210217308096002,8542856546118726079219896260066903456012800302472163123304628196475112267962
114,249,16823319494858512630855081233047653,53566473137652719987976031178282664005816898475043201963839173627163849835778
115,250,26188216825175249141224572150247156,6114173998988183176799569436460659759133967800398323267166097044064532577955
114,249,16468365192217671588331091869827184,30713653512816678171000877189056858967744696487451954838588184938604946328556
115,250,21940972703197984515034847544647043,98558848149611860108607054305357100850398444991463028036289809676523740141524
114,249,10797101885412182601339811344298768,91276269176389817290843525353355682239414061861012156275045834760899491314584
115,250,40188377206161583636756832791401919,9787360728354281687472399526966736387539790207081977893030193965642552828689
114,249,14097662899297007361491389203933406,62335714885788079961132163191416974253733992283796289566629586905853663971645
115,250,21349139682085203797806363564005456,15631235731326240238199521834600549082049433253793658895149973735250356087265
114,249,13352152786686502330080042863693487,101801883999862346010831569655716069413265532332971504606213690854710184095256
115,250,38910885423048987897888244172155817,110199515907032293570052543657020851229163842939281053230755395252411320722858
114,249,11513908779035278071435670911943493,11333551238931971355098902022304315998887285116981669853983880773926700789762
115,250,29553836618008841542794877491987966,104874956192905030204286177768719647053681082385696322229541981500397746855147
114,249,18088143961755842832249812734459073,105788623128599946152824418440483093586749884606264969518176818320937930576220
115,250,36032834241814317193618441321744301,52727536403209731632999271487575166808052334731216313649052644821882095612972
114,249,11175902782354102928066576849984384,42888124263381534554558924594677372150440972500082225290410412957959899866971
115,250,24965001886162491260509561302941368,61531610003537726066169731877513360866548765137761736022870207615478785468742
114,249,11361341941955740750555926372590308,49595711791282961819437860035482962692593081923753987258870681915831335221325
115,250,24160546930287830682554408562062671,64715587078170218425285065816290246577349347262907459482425869901855988732705
114,249,14642865153927774975608485228155271,34459720859289471017211733789610826695929570505808089934328127409490086645078
115,250,21379735223708081856806858634450460,74834181285564887295475691404117901577658517936004124534681548583756035797165
114,249,14838906065950415764816452864898587,8134476844194456771364271298480094869081971012361857452856749875208123449342
115,250,35469724633310629142928966178713670,87075526479508311904352529140610464644169980981149058981124662847006357514813
114,249,16490745634441880617526516922319934,26178403555600429034515229928925534397666014347571548996253813840955914065107
115,250,38252169274026769983525958263938053,46515884069532179758318728043057405883423655388577949761622034671043768577576
114,249,13258653034051729434144494891843158,19363333685252678117699726875632335044270137970864195473946399264379601822368
115,250,33595293970381595628094661124683807,10894603353101932876528234589881950978491995226821331343052401948745399861066
114,249,16099698598978128350229324240128618,13655102995872252633789653698146432429622425726758148092748611144839023354886
115,250,24353775442001470848257287433104934,111627923559017058482415393856878713847483442061805854119379842586441376877868
114,249,18165417807746551255719980975158111,105067759676301004007419193874145727593440549987918926398652114947065919141097
115,250,22189325223414844548006557011543880,110722884719183491370265472616048700563276483567707133963347817486972021059453
114,249,13047794847590368583596141770930318,43377911178264219946605334509128581806312581187749892340366628237192781052244
115,250,26104451430365150165665491527981963,114171642042097694583348044017114139034127684042473523383592247781971924363781
114,249,19821253816653861488314466613188259,1417424480564173810660287787570124471349460409321668378571681390381879975887
115,250,35669455688467047596243879238491680,85775886649544955381239003431685760226811061405283392734895139419356312108298
114,249,19749941533631183124690172784152266,90081297947975089669178643182130510545604089130879201929498005563086277044119
115,250,26631401374992688156947930998253248,84838004701052973454443110784973802356389974194808113184214222187448762971772
114,249,11865686015863231780800814746368687,67857434520646419595476168699098060501670393393895114919672077132820730515370
115,250,31801000768027390283227159081711678,48090660053350865435771688220437211771012847177144916751638412757899398925838
114,249,10943776761751810795752069222997976,113142001856669252342732395076563308124493689215457124968251938554756445637858
115,250,21718269046210030426927714745717730,15009947843161913022957495224039352627626389771669266966055594022511350298129
114,249,10458378530602458953082057290563905,37696225440691106046715485964101979444993041881358023502061035090816326028286
115,250,26250509992447639678041284512080396,51773961426717864950566245394954303200401309793265119546703907077138604730919
114,249,10478387091614402083661384650715070,114737657951132401484923077787108799057672756451787702247361529986182779996182
115,250,41074224038648821651750471465996188,39468497666197324032534855161636444454556203496962422669810325150431185441287
114,249,13748296966754941852014232833108484,108156879315425481576182632413123078985648008759605045117625455490136778531075
115,250,40481727736818876636290697604452816,46586422115630678108253477878937103599201342017097612492257865777775113174035
114,249,17365665491664248823441316442388589,96352594704470119749457785794224414420491266178606108042498174084912409485716
115,250,39548792547666528551642561265429847,11825543654779119383005574761507093499388682542389745796023070722296000340362
114,249,11186145024071359892283548447908039,30822081898841583799639909338019559316158318645652726227105288407504919406499
115,250,40352400452656940045842279017796351,93310599510760898439474120309261203861105509877101301339614539514583182000546
114,249,20755524044383499201375663955842020,76785691787047164887026273162380789375745999973696539746051484617370124229927
115,250,40025035863958980097135005515747088,96423568614833818123703077756183422226627566411917900287585610796459097436482
114,249,16922209992075664959699625860285704,16869942340012518916311304872790522987023614218787296449168147173402562424865
115,250,29274987658582542549026902892219329,111347115952667777195226533939798909392767939118114705667511337890290670548321
114,249,14743388398919768784588754449333126,91680727194945686631185515222166819062456402035858485560838045757087090136268
115,250,29957168501977637127901613946141884,85770460971787131804382175988958147065798380748384774395146406522525998405479
114,249,18771782918328658205838301647586033,61571897933324596258041536269385447463170440153483542507742183114950825206641
115,250,20917954294042802900360170926501407,41916083734221579061110446525855090771141577755775598710740569868358435798114
114,249,18761821591757509219145095294379115,21088230407806108560855315759613424220981228433150455823221303524818353686874
115,250,37975780225502967021361172684611735,63890379606247593576815756190866036414721951515095171306711352226076419174244
114,249,20029778021769934940187960020326426,56365014473999545674175185552598508800019009518184615912614202591182584800197
115,250,33907282185384345403813888025026843,9732817771634578079820438123553957375261365068588909440673281653322632688214
114,249,12873514695392699863929861134758862,10940978205493209245785331775931618156070511902302173822403425961174687034179
115,250,38316331155762891998797129291251724,110798576200437132854274990743260710590410203225129986344268151345615225412369
114,249,18610571229704324891004697176149163,8498073806764983238925394476811374940111734276630940583590352393197783564679
115,250,27426505528868399502889580023147156,59605939215088731327954477967199324638449292424705026476471031689679006613916
114,249,13998337678784966619445597305601532,70200962876057800412233633993576956326553205302075857858227727865423800868748
